27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.358 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
239338 hits
total efficiency: 0.2393(5)

Strip	CMtheta	hits	Eff	delEff
0	166.379	5217	0.005217	7.222880311897741E-5
1	163.48	6871	0.006871	8.28914953418021E-5
2	160.477	8378	0.008378	9.153141537199127E-5
3	157.363	9846	0.009846	9.922701245124737E-5
4	154.11	11496	0.011496	1.0721940122944168E-4
5	150.811	13238	0.013238	1.1505650785592268E-4
6	147.449	14599	0.014599	1.2082632163564361E-4
7	144.041	15969	0.015969	1.2636850873536492E-4
8	140.629	17502	0.017502	1.3229512462672235E-4
9	137.25	18427	0.018427	1.357460864997588E-4
10	133.928	19207	0.019207	1.3858932137794744E-4
11	130.637	19702	0.019702	1.403638130003599E-4
12	127.47	19904	0.019904	1.4108153670838717E-4
13	124.425	19845	0.019845	1.4087228258248674E-4
14	121.467	19806	0.019806	1.4073379125142618E-4
15	118.681	19331	0.019331	1.3903596656980523E-4
