27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.358 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
233018 hits
total efficiency: 0.2330(5)

Strip	CMtheta	hits	Eff	delEff
0	166.678	5127	0.005127	7.160307255977218E-5
1	163.81	6443	0.006443	8.026830009412185E-5
2	160.889	7968	0.007968	8.926365441768558E-5
3	157.803	9717	0.009717	9.857484466130292E-5
4	154.624	11007	0.011007	1.0491425070027427E-4
5	151.371	12396	0.012396	1.1133732527773424E-4
6	148.068	14191	0.014191	1.1912598373151007E-4
7	144.721	15568	0.015568	1.2477179168385777E-4
8	141.365	16864	0.016864	1.2986146464598341E-4
9	138.035	17812	0.017812	1.3346160496562295E-4
10	134.735	18736	0.018736	1.3687950905814938E-4
11	131.513	19419	0.019419	1.3935207210515386E-4
12	128.386	19279	0.019279	1.3884883866997232E-4
13	125.35	19762	0.019762	1.4057738082636197E-4
14	122.441	19619	0.019619	1.4006784070585222E-4
15	119.658	19110	0.01911	1.382389236069205E-4
