27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.358 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
223970 hits
total efficiency: 0.2240(5)

Strip	CMtheta	hits	Eff	delEff
0	167.021	4785	0.004785	6.917369442208504E-5
1	164.279	6252	0.006252	7.906958960308319E-5
2	161.404	7307	0.007307	8.548099203916623E-5
3	158.402	9281	0.009281	9.633794683301071E-5
4	155.325	10652	0.010652	1.0320852677952535E-4
5	152.145	12072	0.012072	1.0987265355856298E-4
6	148.908	13729	0.013729	1.1717081547894082E-4
7	145.634	14889	0.014889	1.2202049008260866E-4
8	142.349	16213	0.016213	1.2733027919548437E-4
9	139.073	16998	0.016998	1.303763782285733E-4
10	135.832	18303	0.018303	1.352885804493491E-4
11	132.675	18628	0.018628	1.3648443134658253E-4
12	129.569	18795	0.018795	1.3709485767161362E-4
13	126.59	18918	0.018918	1.375427206361718E-4
14	123.711	18660	0.01866	1.3660161053223347E-4
15	120.959	18488	0.018488	1.3597058505426826E-4
