27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.14 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
203659 hits
total efficiency: 0.2037(5)

Strip	CMtheta	hits	Eff	delEff
0	167.802	4348	0.004348	6.593936608733814E-5
1	165.26	5458	0.005458	7.387827826905552E-5
2	162.535	6724	0.006724	8.2E-5
3	159.72	8126	0.008126	9.014432871789551E-5
4	156.8	9356	0.009356	9.672641831474998E-5
5	153.787	11015	0.011015	1.0495237014951115E-4
6	150.708	12346	0.012346	1.1111255554616678E-4
7	147.574	13763	0.013763	1.1731581308587518E-4
8	144.447	14893	0.014893	1.2203687967167957E-4
9	141.289	15767	0.015767	1.2556671533491668E-4
10	138.191	16790	0.01679	1.2957623238850555E-4
11	135.135	17266	0.017266	1.3140015220691336E-4
12	132.144	17603	0.017603	1.3267629780786016E-4
13	129.247	17557	0.017557	1.3250283015845362E-4
14	126.506	17031	0.017031	1.3050287353158168E-4
15	123.825	15616	0.015616	1.2496399481450645E-4
