27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.651 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
123231 hits
total efficiency: 0.12323(35)

Strip	CMtheta	hits	Eff	delEff
0	168.177	2789	0.002789	5.2810983706043574E-5
1	165.755	3566	0.003566	5.971599450733446E-5
2	163.107	4437	0.004437	6.661080993352356E-5
3	160.394	5324	0.005324	7.29657453878188E-5
4	157.527	6183	0.006183	7.863205453248695E-5
5	154.604	7197	0.007197	8.48351342310484E-5
6	151.617	8042	0.008042	8.967719888578144E-5
7	148.573	8820	0.00882	9.391485505499116E-5
8	145.522	9491	0.009491	9.742176348229383E-5
9	142.454	9897	0.009897	9.948366700117162E-5
10	139.407	10239	0.010239	1.011879439459069E-4
11	136.412	10423	0.010423	1.020930947713899E-4
12	133.475	9898	0.009898	9.948869282486327E-5
13	130.6	9598	0.009598	9.796938297243684E-5
14	127.834	9100	0.0091	9.539392014169457E-5
15	125.193	8227	0.008227	9.07028114227999E-5
