27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.14 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
234395 hits
total efficiency: 0.2344(5)

Strip	CMtheta	hits	Eff	delEff
0	166.618	5170	0.00517	7.19027120489902E-5
1	163.743	6491	0.006491	8.056674251823764E-5
2	160.812	8015	0.008015	8.952653238007156E-5
3	157.71	9770	0.00977	9.884331034521254E-5
4	154.522	11109	0.011109	1.0539924098398431E-4
5	151.247	12538	0.012538	1.1197321108193692E-4
6	147.942	14270	0.01427	1.1945710527214361E-4
7	144.581	15685	0.015685	1.2523977004130914E-4
8	141.209	17012	0.017012	1.3043005788544295E-4
9	137.864	17909	0.017909	1.3382451195502264E-4
10	134.56	18827	0.018827	1.3721151555172036E-4
11	131.341	19481	0.019481	1.3957435294494473E-4
12	128.188	19413	0.019413	1.3933054223679746E-4
13	125.151	19866	0.019866	1.4094679847375036E-4
14	122.235	19716	0.019716	1.4041367454774482E-4
15	119.447	19123	0.019123	1.3828593565507665E-4
