27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.14 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
1000000 simulated events
223339 hits
total efficiency: 0.2233(5)

Strip	CMtheta	hits	Eff	delEff
0	167.043	4755	0.004755	6.895650803223726E-5
1	164.303	6225	0.006225	7.88986691902975E-5
2	161.44	7294	0.007294	8.54049178911847E-5
3	158.441	9249	0.009249	9.61717214153932E-5
4	155.371	10587	0.010587	1.0289314845994363E-4
5	152.198	12031	0.012031	1.0968591523071685E-4
6	148.964	13714	0.013714	1.1710678887237922E-4
7	145.69	14857	0.014857	1.2188929403356145E-4
8	142.411	16120	0.01612	1.26964561984831E-4
9	139.144	16956	0.016956	1.3021520648526423E-4
10	135.902	18263	0.018263	1.351406674543233E-4
11	132.751	18570	0.01857	1.3627178724886528E-4
12	129.646	18723	0.018723	1.368320137979413E-4
13	126.672	18927	0.018927	1.3757543385357722E-4
14	123.793	18621	0.018621	1.364587849865299E-4
15	121.043	18447	0.018447	1.3581973347050864E-4
