27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.789 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2160716 hits
total efficiency: 0.21607(15)

Strip	CMtheta	hits	Eff	delEff
0	167.367	45983	0.0045983	2.1443647077864345E-5
1	164.691	58383	0.0058383	2.4162574366155606E-5
2	161.887	71536	0.0071536	2.6746214685446613E-5
3	158.976	86037	0.0086037	2.9332064366491493E-5
4	155.963	100928	0.0100928	3.176916744266365E-5
5	152.862	115496	0.0115496	3.3984702440951284E-5
6	149.7	130287	0.0130287	3.609529055153871E-5
7	146.49	143810	0.014381	3.7922288960451745E-5
8	143.266	155009	0.0155009	3.9371182354610585E-5
9	140.059	165509	0.0165509	4.068279734728181E-5
10	136.881	173578	0.0173578	4.1662693143866734E-5
11	133.756	180305	0.0180305	4.246233625226007E-5
12	130.715	182599	0.0182599	4.2731604229188495E-5
13	127.767	185002	0.0185002	4.3011858829862254E-5
14	124.918	184189	0.0184189	4.2917245950783004E-5
15	122.193	182065	0.0182065	4.2669075452838206E-5
