27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.587 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2436709 hits
total efficiency: 0.24367(16)

Strip	CMtheta	hits	Eff	delEff
0	166.223	54420	0.005442	2.3328094650013746E-5
1	163.31	68761	0.0068761	2.6222318738052134E-5
2	160.26	84460	0.008446	2.9062002683917017E-5
3	157.102	101120	0.010112	3.1799371062962866E-5
4	153.834	117924	0.0117924	3.434006406517029E-5
5	150.499	135444	0.0135444	3.680271729098274E-5
6	147.093	150330	0.015033	3.877241287307252E-5
7	143.661	165525	0.0165525	4.068476373287671E-5
8	140.227	176954	0.0176954	4.206590067976674E-5
9	136.815	186888	0.0186888	4.323054475715059E-5
10	133.454	195349	0.0195349	4.419830313484896E-5
11	130.167	200003	0.0200003	4.4721694958934645E-5
12	126.977	203093	0.0203093	4.5065840722214424E-5
13	123.899	201475	0.0201475	4.488596662655267E-5
14	120.949	199430	0.019943	4.4657586141662424E-5
15	118.125	195533	0.0195533	4.421911351440686E-5
