27Al(3He,2H)28Si(1H)27Al
Ex(residual 28Si) = 14.434 MeV
Ex(final 27Al) = 0.0 MeV
Theta(projectile 2H) = 3.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 0 decay
10000000 simulated events
2591616 hits
total efficiency: 0.25916(16)

Strip	CMtheta	hits	Eff	delEff
0	165.586	60045	0.0060045	2.45040812927153E-5
1	162.545	75246	0.0075246	2.743100435638477E-5
2	159.37	92546	0.0092546	3.042137406495637E-5
3	156.069	109537	0.0109537	3.309637442379452E-5
4	152.671	128005	0.0128005	3.5777786404415796E-5
5	149.193	144735	0.0144735	3.804405341180143E-5
6	145.663	162290	0.016229	4.028523302650737E-5
7	142.104	176432	0.0176432	4.2003809351057674E-5
8	138.548	189122	0.0189122	4.348815930802314E-5
9	135.029	200327	0.0200327	4.475790432984994E-5
10	131.569	206754	0.0206754	4.5470210028105215E-5
11	128.194	210834	0.0210834	4.591666364186318E-5
12	124.927	213585	0.0213585	4.621525722096546E-5
13	121.783	210692	0.0210692	4.590119824144028E-5
14	118.766	207491	0.0207491	4.555118000666942E-5
15	115.9	203975	0.0203975	4.516359153123232E-5
