27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.324 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2225589 hits
total efficiency: 0.22256(15)

Strip	CMtheta	hits	Eff	delEff
0	167.096	48040	0.004804	2.191802910847597E-5
1	164.364	60355	0.0060355	2.4567254628875402E-5
2	161.512	74693	0.0074693	2.7330020124398005E-5
3	158.551	89371	0.0089371	2.9894982856660078E-5
4	155.482	105074	0.0105074	3.2415119928823336E-5
5	152.316	119627	0.0119627	3.4587136337083475E-5
6	149.099	134757	0.0134757	3.6709263136162244E-5
7	145.836	148711	0.0148711	3.8563065230865655E-5
8	142.561	160497	0.0160497	4.0062076830838414E-5
9	139.309	170918	0.0170918	4.134223022527933E-5
10	136.079	179534	0.0179534	4.237145265388007E-5
11	132.923	184239	0.0184239	4.292307071960253E-5
12	129.842	188602	0.0188602	4.3428331766256E-5
13	126.859	188498	0.0188498	4.3416356364854014E-5
14	123.998	187470	0.018747	4.329780594903164E-5
15	121.251	185203	0.0185203	4.303521813584776E-5
