27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.971 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2100808 hits
total efficiency: 0.21008(15)

Strip	CMtheta	hits	Eff	delEff
0	167.627	43934	0.0043934	2.0960438926701892E-5
1	165.019	56403	0.0056403	2.3749315779617738E-5
2	162.273	68673	0.0068673	2.6205533766744763E-5
3	159.434	82847	0.0082847	2.878315479581764E-5
4	156.469	96789	0.0096789	3.111093055503162E-5
5	153.424	111882	0.0111882	3.3448766793411084E-5
6	150.316	124877	0.0124877	3.5337939951276166E-5
7	147.167	138610	0.013861	3.723036395202174E-5
8	143.999	150934	0.0150934	3.885022522457238E-5
9	140.829	160583	0.0160583	4.007280873609935E-5
10	137.693	169240	0.016924	4.113878948146141E-5
11	134.61	176175	0.0176175	4.197320573889967E-5
12	131.598	179142	0.0179142	4.232516981655242E-5
13	128.683	180368	0.0180368	4.246975394324765E-5
14	125.863	181544	0.0181544	4.260798047314611E-5
15	123.166	178807	0.0178807	4.228557673722802E-5
