27Al(3He,2H)28Si(1H)27Al
Ex(residual 28Si) = 12.7425 MeV
Ex(final 27Al) = 0.0 MeV
Theta(projectile 2H) = 3.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 0 decay
10000000 simulated events
2492352 hits
total efficiency: 0.24924(16)

Strip	CMtheta	hits	Eff	delEff
0	165.975	56262	0.0056262	2.3719612138481523E-5
1	163.011	71514	0.0071514	2.674210163767986E-5
2	159.919	87086	0.0087086	2.9510337171913165E-5
3	156.713	104632	0.0104632	3.234687001859686E-5
4	153.39	121612	0.0121612	3.4872912123882054E-5
5	149.995	138704	0.0138704	3.724298591681392E-5
6	146.542	154699	0.0154699	3.933179375517979E-5
7	143.061	168622	0.0168622	4.1063609193542647E-5
8	139.586	181384	0.0181384	4.258920050904924E-5
9	136.131	191786	0.0191786	4.379337849492775E-5
10	132.731	199609	0.0199609	4.4677623034355795E-5
11	129.409	203610	0.020361	4.5123164782625785E-5
12	126.19	205804	0.0205804	4.536562575342701E-5
13	123.086	205973	0.0205973	4.5384248368789807E-5
14	120.11	202286	0.0202286	4.4976215936870453E-5
15	117.272	198769	0.0198769	4.458351713357751E-5
