27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.893 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
1942811 hits
total efficiency: 0.19428(14)

Strip	CMtheta	hits	Eff	delEff
0	168.133	40865	0.0040865	2.0215093371043328E-5
1	165.625	51306	0.0051306	2.265082779944256E-5
2	162.99	63538	0.0063538	2.520674512903243E-5
3	160.254	75988	0.0075988	2.756592098951167E-5
4	157.415	90039	0.0090039	3.000649929598586E-5
5	154.475	103705	0.0103705	3.220326070446904E-5
6	151.48	116586	0.0116586	3.414469212044531E-5
7	148.435	129951	0.0129951	3.6048717036810066E-5
8	145.354	141736	0.0141736	3.764784190362045E-5
9	142.278	150837	0.0150837	3.8837739378084306E-5
10	139.227	159703	0.0159703	3.996285775567108E-5
11	136.22	166276	0.0166276	4.0776954275669E-5
12	133.273	170895	0.0170895	4.1339448472373216E-5
13	130.429	170481	0.0170481	4.128934487249707E-5
14	127.697	162956	0.0162956	4.0367808957138115E-5
15	125.046	147949	0.0147949	3.846413914284317E-5
