27Al(3He,2H)28Si(4He)24Mg
Ex(residual 28Si) = 12.1746 MeV
Ex(final 24Mg) = 0.0 MeV
Theta(projectile 2H) = 3.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 0 decay
10000000 simulated events
2338309 hits
total efficiency: 0.23383(15)

Strip	CMtheta	hits	Eff	delEff
0	166.624	51261	0.0051261	2.2640892208568108E-5
1	163.796	65661	0.0065661	2.5624402432056833E-5
2	160.845	79846	0.0079846	2.8257034522398135E-5
3	157.77	96230	0.009623	3.1020960655659904E-5
4	154.594	111414	0.0111414	3.3378735745980556E-5
5	151.339	127496	0.0127496	3.570658202628753E-5
6	148.024	143059	0.0143059	3.782314106469741E-5
7	144.671	156913	0.0156913	3.961224558138556E-5
8	141.309	169113	0.0169113	4.112335103077083E-5
9	137.964	179121	0.0179121	4.232268895049085E-5
10	134.668	188259	0.0188259	4.33888234456755E-5
11	131.441	192416	0.0192416	4.386524820401681E-5
12	128.302	195837	0.0195837	4.425347443986743E-5
13	125.271	195794	0.0195794	4.424861579755914E-5
14	122.355	194681	0.0194681	4.412266991014936E-5
15	119.572	191208	0.0191208	4.3727336987289774E-5
