27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.913 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
161724 hits
total efficiency: 0.01617(4)

Strip	CMtheta	hits	Eff	delEff
0	172.954	2888	2.888E-4	5.374011537017761E-6
1	171.65	3733	3.733E-4	6.109828148156051E-6
2	170.283	4656	4.656E-4	6.823488843692792E-6
3	168.789	5568	5.568E-4	7.461903242471052E-6
4	167.246	6606	6.606E-4	8.12773031048644E-6
5	165.516	8067	8.067E-4	8.981647955692764E-6
6	163.763	9227	9.227E-4	9.60572745813663E-6
7	161.893	10416	0.0010416	1.0205880657738458E-5
8	159.895	11696	0.0011696	1.081480466767662E-5
9	157.867	12765	0.0012765	1.1298229949863829E-5
10	155.816	13928	0.0013928	1.1801694793545544E-5
11	153.663	14093	0.0014093	1.1871394189394942E-5
12	151.519	14642	0.0014642	1.2100413216084812E-5
13	149.374	14870	0.001487	1.2194260945215172E-5
14	147.21	14496	0.0014496	1.2039933554633928E-5
15	145.08	14073	0.0014073	1.1862967588255477E-5
