27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.226 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2154882 hits
total efficiency: 0.21549(15)

Strip	CMtheta	hits	Eff	delEff
0	167.405	45908	0.0045908	2.1426152244395165E-5
1	164.745	57981	0.0057981	2.4079244174184538E-5
2	161.955	71737	0.0071737	2.6783763738503966E-5
3	159.041	84944	0.0084944	2.914515397111499E-5
4	156.036	100138	0.0100138	3.164458879492669E-5
5	152.945	115500	0.01155	3.398529093593286E-5
6	149.791	129441	0.0129441	3.5977909889263995E-5
7	146.588	143370	0.014337	3.7864231142332734E-5
8	143.374	154852	0.0154852	3.9351238862328086E-5
9	140.16	165562	0.0165562	4.0689310635595686E-5
10	136.995	173625	0.0173625	4.166833330000133E-5
11	133.87	179808	0.0179808	4.240377341699675E-5
12	130.835	183142	0.0183142	4.279509317667155E-5
13	127.887	183999	0.0183999	4.289510461579503E-5
14	125.056	183276	0.0183276	4.281074631444773E-5
15	122.329	181599	0.0181599	4.261443417434989E-5
