27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.525 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2377530 hits
total efficiency: 0.23775(15)

Strip	CMtheta	hits	Eff	delEff
0	166.467	52808	0.0052808	2.297999129677816E-5
1	163.609	66623	0.0066623	2.5811431575950996E-5
2	160.619	82175	0.0082175	2.8666182166448324E-5
3	157.513	98115	0.0098115	3.132331400091632E-5
4	154.295	114095	0.0114095	3.377795138844273E-5
5	151.007	131577	0.0131577	3.627354407829486E-5
6	147.651	146378	0.0146378	3.82593779353507E-5
7	144.269	159937	0.0159937	3.999212422465203E-5
8	140.881	171756	0.0171756	4.1443455454389904E-5
9	137.51	182433	0.0182433	4.271217624987048E-5
10	134.186	190487	0.0190487	4.364481641615645E-5
11	130.937	195127	0.0195127	4.417318190938932E-5
12	127.778	198449	0.0198449	4.454761497543948E-5
13	124.724	198281	0.0198281	4.452875475465264E-5
14	121.798	196647	0.0196647	4.4344898240947627E-5
15	118.992	192642	0.0192642	4.389100135563098E-5
