27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.324 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2393416 hits
total efficiency: 0.23934(16)

Strip	CMtheta	hits	Eff	delEff
0	166.403	53293	0.0053293	2.3085276693165277E-5
1	163.53	67446	0.0067446	2.597036772939498E-5
2	160.522	82465	0.0082465	2.871671986839723E-5
3	157.405	99163	0.0099163	3.149015719236727E-5
4	154.185	114899	0.0114899	3.389675500693245E-5
5	150.872	131209	0.0131209	3.6222782885913114E-5
6	147.507	147477	0.0147477	3.840273427765268E-5
7	144.106	161555	0.0161555	4.0193905010585874E-5
8	140.71	173812	0.0173812	4.169076636378851E-5
9	137.324	183900	0.01839	4.288356328478313E-5
10	133.995	191503	0.0191503	4.376105574594836E-5
11	130.732	196894	0.0196894	4.4372739379037665E-5
12	127.571	199735	0.0199735	4.469172182854449E-5
13	124.508	199159	0.0199159	4.462723383764671E-5
14	121.578	196736	0.0196736	4.435493208201316E-5
15	118.771	194170	0.019417	4.406472512112154E-5
