27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.073 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
1888013 hits
total efficiency: 0.18880(14)

Strip	CMtheta	hits	Eff	delEff
0	168.268	39467	0.0039467	1.986630312866488E-5
1	165.797	50069	0.0050069	2.2376103324752502E-5
2	163.206	62492	0.0062492	2.4998399948796724E-5
3	160.493	74517	0.0074517	2.729780210932741E-5
4	157.68	88376	0.0088376	2.9728101183896694E-5
5	154.782	101273	0.0101273	3.182341904949875E-5
6	151.808	114322	0.0114322	3.381153649274165E-5
7	148.793	127350	0.012735	3.568613176011096E-5
8	145.753	138679	0.0138679	3.72396294288759E-5
9	142.697	149027	0.0149027	3.860401533519538E-5
10	139.671	156388	0.0156388	3.954592267225535E-5
11	136.679	164212	0.0164212	4.052307984346698E-5
12	133.769	167705	0.0167705	4.095180093719933E-5
13	130.952	163661	0.0163661	4.045503676923307E-5
14	128.214	152451	0.0152451	3.904497406837402E-5
15	125.574	138024	0.0138024	3.715158139299053E-5
