27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.358 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2396876 hits
total efficiency: 0.23969(16)

Strip	CMtheta	hits	Eff	delEff
0	166.374	53159	0.0053159	2.3056235599073844E-5
1	163.494	67622	0.0067622	2.600423042506738E-5
2	160.487	82593	0.0082593	2.8738997894846648E-5
3	157.358	98478	0.0098478	3.1381204565790654E-5
4	154.123	115020	0.011502	3.391459862655019E-5
5	150.815	132143	0.0132143	3.635147864943048E-5
6	147.445	148202	0.0148202	3.849701287113066E-5
7	144.036	162305	0.0162305	4.028709470785899E-5
8	140.629	174614	0.0174614	4.178684003367567E-5
9	137.245	184192	0.0184192	4.291759545920531E-5
10	133.91	191687	0.0191687	4.37820739572716E-5
11	130.645	196976	0.0196976	4.43819783245407E-5
12	127.474	199544	0.0199544	4.467034810699375E-5
13	124.418	199743	0.0199743	4.469261683992111E-5
14	121.476	197421	0.0197421	4.4432083003163374E-5
15	118.668	193177	0.0193177	4.395190553320754E-5
