27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.702 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2061602 hits
total efficiency: 0.20616(14)

Strip	CMtheta	hits	Eff	delEff
0	167.778	42989	0.0042989	2.0733788848157975E-5
1	165.204	54066	0.0054066	2.3252096679654503E-5
2	162.513	67198	0.0067198	2.5922577032386266E-5
3	159.69	80483	0.0080483	2.836952590368757E-5
4	156.765	94797	0.0094797	3.0789121455475146E-5
5	153.757	109275	0.0109275	3.305676935213119E-5
6	150.686	122783	0.0122783	3.504040524879813E-5
7	147.57	135280	0.013528	3.678042957878551E-5
8	144.43	147451	0.0147451	3.839934895281429E-5
9	141.296	157696	0.0157696	3.971095566717074E-5
10	138.187	166946	0.0166946	4.085902593063129E-5
11	135.12	172580	0.017258	4.154274906647368E-5
12	132.133	177003	0.0177003	4.207172447143093E-5
13	129.232	178200	0.01782	4.221374183841087E-5
14	126.435	178215	0.0178215	4.221551847366084E-5
15	123.752	176640	0.017664	4.2028561717003835E-5
