27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.789 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
944162 hits
total efficiency: 0.09442(10)

Strip	CMtheta	hits	Eff	delEff
0	169.582	23247	0.0023247	1.5246966911487676E-5
1	167.399	29766	0.0029766	1.7252825855493933E-5
2	165.114	35831	0.0035831	1.8929078160333113E-5
3	162.712	42998	0.0042998	2.0735959104897946E-5
4	160.195	50353	0.0050353	2.2439474147136338E-5
5	157.601	56990	0.005699	2.38725784112232E-5
6	154.928	63288	0.0063288	2.5157106351883954E-5
7	152.193	69183	0.0069183	2.630266146229313E-5
8	149.412	72636	0.0072636	2.6951066769239395E-5
9	146.603	74975	0.0074975	2.7381563140186136E-5
10	143.804	76422	0.0076422	2.7644529296046982E-5
11	141.023	76330	0.007633	2.7627884464793897E-5
12	138.288	74305	0.0074305	2.7258943486496316E-5
13	135.596	70492	0.0070492	2.655032956480955E-5
14	132.981	66255	0.0066255	2.5740046620004404E-5
15	130.463	61091	0.0061091	2.4716593616435092E-5
