27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.299 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2386971 hits
total efficiency: 0.23870(15)

Strip	CMtheta	hits	Eff	delEff
0	166.43	52967	0.0052967	2.30145606084496E-5
1	163.555	67263	0.0067263	2.5935111335793413E-5
2	160.556	82680	0.008268	2.875413013812103E-5
3	157.439	98277	0.0098277	3.134916266824363E-5
4	154.217	114580	0.011458	3.3849667649771685E-5
5	150.918	130836	0.0130836	3.6171259309014944E-5
6	147.554	146102	0.0146102	3.8223291328717365E-5
7	144.161	161691	0.0161691	4.021081943954885E-5
8	140.769	173293	0.0173293	4.162847583085405E-5
9	137.388	183519	0.0183519	4.2839117637971956E-5
10	134.062	191015	0.0191015	4.370526284098976E-5
11	130.804	196580	0.019658	4.433734317705561E-5
12	127.638	198716	0.0198716	4.4577572836573325E-5
13	124.584	198757	0.0198757	4.45821713244207E-5
14	121.647	196505	0.0196505	4.4328884488558925E-5
15	118.849	194190	0.019419	4.406699445163012E-5
