27Al(3He,2H)28Si(1H)27Al
Ex(residual 28Si) = 12.6637 MeV
Ex(final 27Al) = 0.0 MeV
Theta(projectile 2H) = 3.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 0 decay
10000000 simulated events
2484236 hits
total efficiency: 0.24842(16)

Strip	CMtheta	hits	Eff	delEff
0	166.018	56322	0.0056322	2.373225652987933E-5
1	163.066	70710	0.007071	2.6591351977663714E-5
2	159.979	87602	0.0087602	2.959763504065823E-5
3	156.775	104206	0.0104206	3.228095413707594E-5
4	153.469	121057	0.0121057	3.47932464711185E-5
5	150.084	137697	0.0137697	3.7107546402315526E-5
6	146.638	153197	0.0153197	3.914038834758797E-5
7	143.167	168284	0.0168284	4.102243288738492E-5
8	139.696	181429	0.0181429	4.259448321085725E-5
9	136.249	190304	0.0190304	4.362384668962608E-5
10	132.854	198590	0.019859	4.45634379284184E-5
11	129.536	203496	0.0203496	4.511053092128267E-5
12	126.324	205965	0.0205965	4.5383366997171994E-5
13	123.227	205326	0.0205326	4.531291206709187E-5
14	120.257	202510	0.020251	4.5001111097394025E-5
15	117.419	197541	0.0197541	4.444558470759497E-5
