27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.971 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
835563 hits
total efficiency: 0.08356(9)

Strip	CMtheta	hits	Eff	delEff
0	169.852	20476	0.0020476	1.4309437445266672E-5
1	167.73	25768	0.0025768	1.6052414148656895E-5
2	165.517	31477	0.0031477	1.7741758650145145E-5
3	163.181	37401	0.0037401	1.9339338147930503E-5
4	160.741	44016	0.0044016	2.0979990467109368E-5
5	158.193	49873	0.0049873	2.2332263655975405E-5
6	155.588	55683	0.0055683	2.3597245601976515E-5
7	152.902	60459	0.0060459	2.4588411904797755E-5
8	150.171	64124	0.0064124	2.5322717073805488E-5
9	147.44	66588	0.0066588	2.5804650743615964E-5
10	144.678	67916	0.0067916	2.6060698378976724E-5
11	141.95	67843	0.0067843	2.6046688849064867E-5
12	139.248	66207	0.0066207	2.5730720938209253E-5
13	136.597	63431	0.0063431	2.5185511708122984E-5
14	134.006	59504	0.0059504	2.439344174158292E-5
15	131.518	54797	0.0054797	2.3408759044426085E-5
