27Al(3He,2H)28Si(4He)24Mg
Ex(residual 28Si) = 12.6637 MeV
Ex(final 24Mg) = 0.0 MeV
Theta(projectile 2H) = 3.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 0 decay
10000000 simulated events
2369229 hits
total efficiency: 0.23692(15)

Strip	CMtheta	hits	Eff	delEff
0	166.494	52391	0.0052391	2.2889080365973642E-5
1	163.644	66195	0.0066195	2.5728388989596686E-5
2	160.65	81947	0.0081947	2.862638642930679E-5
3	157.557	97690	0.009769	3.1255399533520605E-5
4	154.354	113755	0.0113755	3.372758514925135E-5
5	151.066	129995	0.0129995	3.6054819372727414E-5
6	147.72	144644	0.0144644	3.803209171213174E-5
7	144.343	159443	0.0159443	3.9930314298788085E-5
8	140.954	172228	0.0172228	4.1500361444209136E-5
9	137.595	181364	0.0181364	4.258685243123751E-5
10	134.276	189678	0.0189678	4.355203783980722E-5
11	131.031	194888	0.0194888	4.414612100739996E-5
12	127.875	198084	0.0198084	4.4506628719776115E-5
13	124.828	198292	0.0198292	4.452998989445203E-5
14	121.904	196431	0.0196431	4.432053700035684E-5
15	119.109	192204	0.0192204	4.384107662911576E-5
