27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.45 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2414161 hits
total efficiency: 0.24142(16)

Strip	CMtheta	hits	Eff	delEff
0	166.309	53996	0.0053996	2.3237039398339884E-5
1	163.41	68887	0.0068887	2.6246333077212898E-5
2	160.391	84061	0.0084061	2.8993275082335903E-5
3	157.241	99700	0.00997	3.157530680769388E-5
4	153.996	116627	0.0116627	3.415069545411923E-5
5	150.673	132994	0.0132994	3.646834243559748E-5
6	147.285	148816	0.0148816	3.857667689161419E-5
7	143.871	162974	0.0162974	4.0370038394829404E-5
8	140.451	175298	0.0175298	4.18686039891468E-5
9	137.055	185283	0.0185283	4.3044511845298E-5
10	133.705	192956	0.0192956	4.392675722153867E-5
11	130.43	198353	0.0198353	4.4536838684396984E-5
12	127.251	199883	0.0199883	4.470827663867173E-5
13	124.189	201335	0.0201335	4.487036884180918E-5
14	121.238	198453	0.0198453	4.4548063930994804E-5
15	118.429	194545	0.0194545	4.410725563895355E-5
