27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.45 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2357136 hits
total efficiency: 0.23571(15)

Strip	CMtheta	hits	Eff	delEff
0	166.539	51888	0.0051888	2.277893763984616E-5
1	163.695	66124	0.0066124	2.5714587299818754E-5
2	160.721	80703	0.0080703	2.8408273442784237E-5
3	157.631	96227	0.0096227	3.1020477107871824E-5
4	154.433	112459	0.0112459	3.3534907186393106E-5
5	151.158	129543	0.0129543	3.599208246267504E-5
6	147.821	145196	0.0145196	3.8104592899019404E-5
7	144.449	158880	0.015888	3.985975413872996E-5
8	141.077	171284	0.0171284	4.1386471219469775E-5
9	137.721	181196	0.0181196	4.256712346400682E-5
10	134.413	188621	0.0188621	4.343051922323748E-5
11	131.166	194409	0.0194409	4.40918359790109E-5
12	128.018	196831	0.0196831	4.436563985789002E-5
13	124.979	196953	0.0196953	4.437938710707934E-5
14	122.058	195112	0.0195112	4.417148401401067E-5
15	119.261	191710	0.019171	4.378470052426989E-5
