27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.558 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2326838 hits
total efficiency: 0.23268(15)

Strip	CMtheta	hits	Eff	delEff
0	166.678	51026	0.0051026	2.258893534454424E-5
1	163.86	64636	0.0064636	2.542361107317369E-5
2	160.912	79846	0.0079846	2.8257034522398135E-5
3	157.851	95093	0.0095093	3.0837152916571275E-5
4	154.68	110799	0.0110799	3.328648374340552E-5
5	151.434	126750	0.012675	3.5601966237835795E-5
6	148.124	141558	0.0141558	3.762419434353379E-5
7	144.777	157231	0.0157231	3.9652364368345045E-5
8	141.431	168964	0.0168964	4.11052308106888E-5
9	138.092	178885	0.0178885	4.2294798734596196E-5
10	134.802	186615	0.0186615	4.3198958320774355E-5
11	131.585	191395	0.0191395	4.37487142668216E-5
12	128.457	194870	0.019487	4.414408227611035E-5
13	125.423	195568	0.0195568	4.422307090196247E-5
14	122.515	192228	0.0192228	4.3843813702733476E-5
15	119.732	191374	0.0191374	4.3746314130449894E-5
