27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.587 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2390151 hits
total efficiency: 0.23902(16)

Strip	CMtheta	hits	Eff	delEff
0	166.415	52973	0.0052973	2.3015864094141677E-5
1	163.543	67569	0.0067569	2.5994037777921307E-5
2	160.536	82432	0.0082432	2.871097351188218E-5
3	157.418	98646	0.0098646	3.140796077430052E-5
4	154.2	114739	0.0114739	3.3873145705706167E-5
5	150.892	131368	0.0131368	3.624472375394797E-5
6	147.535	147069	0.0147069	3.834957626884553E-5
7	144.135	160661	0.0160661	4.0082539839685805E-5
8	140.738	174046	0.0174046	4.1718820692824E-5
9	137.355	183056	0.0183056	4.278504411590574E-5
10	134.022	192426	0.0192426	4.386638804369469E-5
11	130.764	196130	0.019613	4.428656681207068E-5
12	127.6	198621	0.0198621	4.456691598035475E-5
13	124.544	199510	0.019951	4.466654228838405E-5
14	121.614	196891	0.0196891	4.4372401332359735E-5
15	118.805	194014	0.0194014	4.40470203305513E-5
