27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.037 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2167125 hits
total efficiency: 0.21671(15)

Strip	CMtheta	hits	Eff	delEff
0	167.352	46296	0.0046296	2.151650529244933E-5
1	164.682	58397	0.0058397	2.4165471234801112E-5
2	161.881	72290	0.007229	2.6886799735186037E-5
3	158.955	85553	0.0085553	2.924944443916841E-5
4	155.94	100935	0.0100935	3.1770269120673184E-5
5	152.836	116402	0.0116402	3.411773732239581E-5
6	149.671	130388	0.0130388	3.61092785859812E-5
7	146.458	144257	0.0144257	3.798117954987707E-5
8	143.237	155751	0.0155751	3.946530121511808E-5
9	140.013	166656	0.0166656	4.082352263095383E-5
10	136.84	174271	0.0174271	4.174577822966054E-5
11	133.709	180813	0.0180813	4.2522111894871824E-5
12	130.667	183919	0.0183919	4.288577852855186E-5
13	127.713	184834	0.0184834	4.299232489642773E-5
14	124.875	184042	0.0184042	4.290011654995823E-5
15	122.144	182321	0.0182321	4.269906322157431E-5
