27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.226 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2372580 hits
total efficiency: 0.23726(15)

Strip	CMtheta	hits	Eff	delEff
0	166.498	52707	0.0052707	2.2958005139819966E-5
1	163.638	66281	0.0066281	2.5745096620521742E-5
2	160.653	81646	0.0081646	2.857376419024977E-5
3	157.557	97758	0.0097758	3.126627576159335E-5
4	154.354	113447	0.0113447	3.368189424601889E-5
5	151.061	129943	0.0129943	3.604760741020131E-5
6	147.714	145126	0.0145126	3.809540654724661E-5
7	144.339	159430	0.015943	3.992868642968361E-5
8	140.953	171753	0.0171753	4.144309351387756E-5
9	137.587	182837	0.0182837	4.2759443401428884E-5
10	134.272	190108	0.0190108	4.360137612507202E-5
11	131.024	195350	0.019535	4.419841626121914E-5
12	127.866	198183	0.0198183	4.4517749269252146E-5
13	124.82	198279	0.0198279	4.452853018009914E-5
14	121.896	196854	0.0196854	4.4368231878225665E-5
15	119.1	192878	0.0192878	4.391787790866039E-5
