27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.741 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2113072 hits
total efficiency: 0.21131(15)

Strip	CMtheta	hits	Eff	delEff
0	167.575	44272	0.0044272	2.1040912527739856E-5
1	164.956	56421	0.0056421	2.375310506018108E-5
2	162.194	69598	0.0069598	2.6381432864800956E-5
3	159.327	83899	0.0083899	2.8965324096236174E-5
4	156.361	97895	0.0097895	3.128817668065686E-5
5	153.307	112406	0.0112406	3.3527004041518537E-5
6	150.19	126636	0.0126636	3.558595228457432E-5
7	147.021	139244	0.0139244	3.731541236540204E-5
8	143.842	151984	0.0151984	3.8985125368529984E-5
9	140.663	162164	0.0162164	4.026959150525368E-5
10	137.521	169634	0.0169634	4.118664832199872E-5
11	134.426	175952	0.0175952	4.194663276116451E-5
12	131.412	179435	0.0179435	4.2359768649037735E-5
13	128.483	182202	0.0182202	4.268512621511151E-5
14	125.664	181537	0.0181537	4.260715902286844E-5
15	122.958	179793	0.0179793	4.2402004669590796E-5
