27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.037 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
1643014 hits
total efficiency: 0.16430(13)

Strip	CMtheta	hits	Eff	delEff
0	168.656	36781	0.0036781	1.917837323653912E-5
1	166.27	47093	0.0047093	2.1700921639414304E-5
2	163.755	57950	0.005795	2.4072806234421448E-5
3	161.117	70675	0.0070675	2.658477007611689E-5
4	158.396	82953	0.0082953	2.8801562457616775E-5
5	155.581	95924	0.0095924	3.097159989409653E-5
6	152.692	107991	0.0107991	3.2861984115387796E-5
7	149.762	120481	0.0120481	3.4710373089323024E-5
8	146.793	130539	0.0130539	3.613018128933205E-5
9	143.836	137686	0.0137686	3.710606419441437E-5
10	140.876	138871	0.0138871	3.726539950141418E-5
11	137.953	136991	0.0136991	3.701229525441512E-5
12	135.076	132091	0.0132091	3.6344325554342046E-5
13	132.286	125007	0.0125007	3.535632899496213E-5
14	129.572	116026	0.0116026	3.4062589449423835E-5
15	126.967	105955	0.0105955	3.2550729638519625E-5
