27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.45 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2288656 hits
total efficiency: 0.22887(15)

Strip	CMtheta	hits	Eff	delEff
0	166.847	49891	0.0049891	2.2336293336182707E-5
1	164.054	63308	0.0063308	2.5161081057856E-5
2	161.143	77551	0.0077551	2.784798017810268E-5
3	158.118	93001	0.0093001	3.0496065319972017E-5
4	154.984	108922	0.0108922	3.300333316500017E-5
5	151.769	124020	0.012402	3.521647341799005E-5
6	148.495	139337	0.0139337	3.732787162429704E-5
7	145.184	152653	0.0152653	3.907083311115851E-5
8	141.865	165456	0.0165456	4.06762830160279E-5
9	138.555	175606	0.0175606	4.1905369584338474E-5
10	135.292	184336	0.0184336	4.2934368517540816E-5
11	132.092	189794	0.0189794	4.3565353206418513E-5
12	128.982	193085	0.0193085	4.3941438301448445E-5
13	125.973	192346	0.0192346	4.385726849679538E-5
14	123.077	190613	0.0190613	4.36592487338021E-5
15	120.309	188737	0.0188737	4.3443871834816936E-5
