27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.184 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2263558 hits
total efficiency: 0.22636(15)

Strip	CMtheta	hits	Eff	delEff
0	166.942	49038	0.0049038	2.2144525282787167E-5
1	164.176	62045	0.0062045	2.4908833774386148E-5
2	161.284	76402	0.0076402	2.7640911707105464E-5
3	158.287	91586	0.0091586	3.0263178947361098E-5
4	155.185	107235	0.0107235	3.2746755564483024E-5
5	151.985	122405	0.0122405	3.498642593921248E-5
6	148.733	137449	0.0137449	3.707411495909242E-5
7	145.441	151304	0.0151304	3.889781484865185E-5
8	142.137	163821	0.0163821	4.04748069791568E-5
9	138.857	173647	0.0173647	4.1670973110787804E-5
10	135.61	182195	0.0182195	4.268430624948706E-5
11	132.426	187226	0.0187226	4.326961982731071E-5
12	129.328	191183	0.0191183	4.372447827018637E-5
13	126.325	190993	0.0190993	4.3702745909153125E-5
14	123.446	189943	0.0189943	4.3582450596541725E-5
15	120.685	187086	0.0187086	4.325343916961979E-5
