27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.299 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2312402 hits
total efficiency: 0.23124(15)

Strip	CMtheta	hits	Eff	delEff
0	166.745	50654	0.0050654	2.2506443521800596E-5
1	163.932	64215	0.0064215	2.5340678759654407E-5
2	160.999	78830	0.007883	2.807668071549769E-5
3	157.951	94277	0.0094277	3.070455992193993E-5
4	154.795	110302	0.0110302	3.321174491049815E-5
5	151.562	125527	0.0125527	3.5429789725596735E-5
6	148.263	141251	0.0141251	3.758337398371786E-5
7	144.929	154485	0.0154485	3.930457988580974E-5
8	141.596	167098	0.0167098	4.087762224004718E-5
9	138.268	177648	0.0177648	4.214830957464368E-5
10	134.989	186037	0.0186037	4.313200667717652E-5
11	131.775	191677	0.0191677	4.378093192247054E-5
12	128.652	194480	0.019448	4.4099886621169446E-5
13	125.634	194032	0.0194032	4.4049063554177855E-5
14	122.723	192198	0.0192198	4.384039233401088E-5
15	119.949	189691	0.0189691	4.3553530281711955E-5
