27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.913 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2009598 hits
total efficiency: 0.20096(14)

Strip	CMtheta	hits	Eff	delEff
0	167.986	41707	0.0041707	2.0422291742113566E-5
1	165.434	52848	0.0052848	2.2988692872801618E-5
2	162.77	65209	0.0065209	2.553605294480727E-5
3	160.002	78784	0.0078784	2.8068487668558133E-5
4	157.119	92276	0.0092276	3.0376964957019653E-5
5	154.153	105273	0.0105273	3.244580096098723E-5
6	151.119	119727	0.0119727	3.460158955886275E-5
7	148.039	132368	0.0132368	3.6382413333917255E-5
8	144.939	144416	0.0144416	3.800210520484359E-5
9	141.836	154849	0.0154849	3.935085767807355E-5
10	138.755	162666	0.0162666	4.0331873251809165E-5
11	135.719	169305	0.0169305	4.114668880967216E-5
12	132.759	173473	0.0173473	4.1650090035917086E-5
13	129.881	175425	0.0175425	4.188376773882694E-5
14	127.107	175299	0.0175299	4.1868723410202035E-5
15	124.468	165973	0.0165973	4.073978399550003E-5
