27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.587 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2336547 hits
total efficiency: 0.23365(15)

Strip	CMtheta	hits	Eff	delEff
0	166.64	51497	0.0051497	2.269295044722039E-5
1	163.814	65214	0.0065214	2.55370319340365E-5
2	160.862	79785	0.0079785	2.8246238687655385E-5
3	157.79	96006	0.0096006	3.098483500036752E-5
4	154.62	111462	0.0111462	3.3385925178134576E-5
5	151.358	127234	0.0127234	3.5669875245086016E-5
6	148.04	143535	0.0143535	3.788601325027483E-5
7	144.685	157174	0.0157174	3.9645176251342355E-5
8	141.335	169182	0.0169182	4.113173956933988E-5
9	137.989	179734	0.0179734	4.239504688050245E-5
10	134.697	186958	0.0186958	4.323864012662748E-5
11	131.472	192385	0.0192385	4.386171451277298E-5
12	128.339	196040	0.019604	4.427640455140864E-5
13	125.302	195795	0.0195795	4.424872879529987E-5
14	122.387	193980	0.019398	4.40431606495265E-5
15	119.604	190566	0.0190566	4.3653865808196185E-5
