27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.073 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2195179 hits
total efficiency: 0.21952(15)

Strip	CMtheta	hits	Eff	delEff
0	167.232	46838	0.0046838	2.164208862379045E-5
1	164.518	59862	0.0059862	2.4466712079885192E-5
2	161.709	73140	0.007314	2.7044407924744816E-5
3	158.757	88124	0.0088124	2.968568678673276E-5
4	155.714	103059	0.0103059	3.210280361588376E-5
5	152.586	117500	0.01175	3.427827300200522E-5
6	149.389	132874	0.0132874	3.6451886096606856E-5
7	146.161	145891	0.0145891	3.819568038404343E-5
8	142.907	158228	0.0158228	3.9777883302156735E-5
9	139.671	167508	0.0167508	4.092774120324746E-5
10	136.467	176864	0.0176864	4.205520181856223E-5
11	133.331	182536	0.0182536	4.272423200011909E-5
12	130.266	185514	0.0185514	4.307133617616245E-5
13	127.301	187207	0.0187207	4.326742423579199E-5
14	124.442	186231	0.0186231	4.315448991704108E-5
15	121.705	183803	0.0183803	4.287225209853105E-5
