27Al(3He,2H)28Si(1H)27Al
Ex(residual 28Si) = 12.1746 MeV
Ex(final 27Al) = 0.0 MeV
Theta(projectile 2H) = 3.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 0 decay
10000000 simulated events
2380273 hits
total efficiency: 0.23803(15)

Strip	CMtheta	hits	Eff	delEff
0	166.448	52613	0.0052613	2.2937523841949464E-5
1	163.587	67338	0.0067338	2.5949566470367092E-5
2	160.591	81909	0.0081909	2.8619748426567274E-5
3	157.48	98547	0.0098547	3.1392196482565536E-5
4	154.268	113950	0.011395	3.3756480859236496E-5
5	150.974	130419	0.0130419	3.611357085639691E-5
6	147.624	146309	0.0146309	3.8250359475434996E-5
7	144.232	160119	0.0160119	4.0014872235207746E-5
8	140.839	172304	0.0172304	4.150951698104906E-5
9	137.463	182648	0.0182648	4.273733730592022E-5
10	134.142	191310	0.019131	4.373899861679506E-5
11	130.889	195492	0.0195492	4.421447726706717E-5
12	127.73	198629	0.0198629	4.4567813498084016E-5
13	124.676	198687	0.0198687	4.45743199611615E-5
14	121.745	197070	0.019707	4.439256694537949E-5
15	118.946	192929	0.0192929	4.392368381636495E-5
