27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.38 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2339700 hits
total efficiency: 0.23397(15)

Strip	CMtheta	hits	Eff	delEff
0	166.625	51610	0.005161	2.271783440383348E-5
1	163.796	65360	0.006536	2.556560189003967E-5
2	160.84	79966	0.0079966	2.8278260201080262E-5
3	157.765	96250	0.009625	3.102418411497714E-5
4	154.593	111665	0.0111665	3.3416313381341154E-5
5	151.329	127377	0.0127377	3.568991454178617E-5
6	148.007	143805	0.0143805	3.792162971181486E-5
7	144.649	157403	0.0157403	3.967404693247211E-5
8	141.295	169382	0.0169382	4.11560445135341E-5
9	137.947	179920	0.017992	4.241697773297857E-5
10	134.652	187262	0.0187262	4.327377958995493E-5
11	131.426	192591	0.0192591	4.388519112411384E-5
12	128.291	196251	0.0196251	4.430022573305919E-5
13	125.253	195898	0.0195898	4.426036601746533E-5
14	122.337	194208	0.0194208	4.406903674917345E-5
15	119.552	190752	0.0190752	4.3675164567520524E-5
