27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.913 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2253415 hits
total efficiency: 0.22534(15)

Strip	CMtheta	hits	Eff	delEff
0	166.984	49028	0.0049028	2.2142267273249142E-5
1	164.236	61735	0.0061735	2.4846528932629604E-5
2	161.357	76082	0.0076082	2.75829657578731E-5
3	158.357	90363	0.0090363	3.0060439118549154E-5
4	155.26	106377	0.0106377	3.261548711885199E-5
5	152.077	122294	0.0122294	3.497055904614623E-5
6	148.834	136809	0.0136809	3.6987700658462134E-5
7	145.553	150752	0.0150752	3.8826794871583204E-5
8	142.258	162458	0.0162458	4.030607894598531E-5
9	138.979	173640	0.017364	4.1670133189132E-5
10	135.74	180837	0.0180837	4.252493386238243E-5
11	132.564	187308	0.0187308	4.32790942603932E-5
12	129.472	189427	0.0189427	4.3523212197630815E-5
13	126.48	190827	0.0190827	4.368374983904198E-5
14	123.599	189132	0.0189132	4.348930903107107E-5
15	120.842	186346	0.0186346	4.316781208261544E-5
