27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.358 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2332381 hits
total efficiency: 0.23324(15)

Strip	CMtheta	hits	Eff	delEff
0	166.655	51165	0.0051165	2.261968169537317E-5
1	163.832	64830	0.006483	2.546173599737457E-5
2	160.879	80103	0.0080103	2.8302473390147372E-5
3	157.811	95490	0.009549	3.0901456276363413E-5
4	154.638	111028	0.0111028	3.33208643345277E-5
5	151.386	127165	0.0127165	3.566020190632689E-5
6	148.072	141969	0.0141969	3.767877386540066E-5
7	144.72	157553	0.0157553	3.9692946476672656E-5
8	141.37	169405	0.0169405	4.1158838661944776E-5
9	138.027	179266	0.0179266	4.23398157766422E-5
10	134.733	187197	0.0187197	4.3266268616556246E-5
11	131.514	191794	0.0191794	4.379429186549315E-5
12	128.381	195298	0.0195298	4.419253330597829E-5
13	125.345	195890	0.019589	4.425946226514732E-5
14	122.434	192682	0.0192682	4.3895557861815586E-5
15	119.65	191546	0.0191546	4.376596851436056E-5
