27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.671 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2356623 hits
total efficiency: 0.23566(15)

Strip	CMtheta	hits	Eff	delEff
0	166.542	51861	0.0051861	2.277301034119117E-5
1	163.698	66111	0.0066111	2.5712059427435992E-5
2	160.724	80718	0.0080718	2.841091339608778E-5
3	157.634	96143	0.0096143	3.100693470822293E-5
4	154.436	112399	0.0112399	3.352596009065214E-5
5	151.16	129575	0.0129575	3.5996527610312636E-5
6	147.825	145157	0.0145157	3.809947506200053E-5
7	144.453	158832	0.0158832	3.9853732572997475E-5
8	141.081	171275	0.0171275	4.138538389335056E-5
9	137.725	181116	0.0181116	4.2557725503132796E-5
10	134.418	188634	0.0188634	4.3432015840851776E-5
11	131.171	194392	0.0194392	4.4089908142340236E-5
12	128.023	196778	0.0196778	4.435966636484093E-5
13	124.985	196911	0.0196911	4.437465492823578E-5
14	122.063	195102	0.0195102	4.4170352047499014E-5
15	119.266	191619	0.0191619	4.377430753307241E-5
