27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.38 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2403470 hits
total efficiency: 0.24035(16)

Strip	CMtheta	hits	Eff	delEff
0	166.356	53602	0.0053602	2.315210573576408E-5
1	163.477	67535	0.0067535	2.5987496993746823E-5
2	160.459	83477	0.0083477	2.889238654040195E-5
3	157.329	99407	0.0099407	3.1528875653914464E-5
4	154.089	115927	0.0115927	3.4048054276272526E-5
5	150.78	133361	0.0133361	3.651862538486354E-5
6	147.401	148285	0.0148285	3.850779141939979E-5
7	143.998	161935	0.0161935	4.024114809495375E-5
8	140.589	173712	0.0173712	4.167877157498767E-5
9	137.199	184721	0.0184721	4.2979181006622264E-5
10	133.858	192480	0.019248	4.3872542666228044E-5
11	130.591	197212	0.0197212	4.440855773384225E-5
12	127.418	200316	0.0200316	4.475667547975386E-5
13	124.353	199615	0.0199615	4.4678294506393144E-5
14	121.418	197827	0.0197827	4.4477747245111234E-5
15	118.608	194058	0.0194058	4.4052014709885854E-5
