27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.893 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2241547 hits
total efficiency: 0.22415(15)

Strip	CMtheta	hits	Eff	delEff
0	167.022	48328	0.0048328	2.1983630273455747E-5
1	164.296	61694	0.0061694	2.483827691286173E-5
2	161.419	75466	0.0075466	2.7471075697904513E-5
3	158.444	90133	0.0090133	3.0022158483360256E-5
4	155.353	105794	0.0105794	3.252598960831169E-5
5	152.179	120850	0.012085	3.476348659153739E-5
6	148.95	135050	0.013505	3.6749149650025916E-5
7	145.679	150024	0.0150024	3.8732931724825576E-5
8	142.392	161752	0.0161752	4.0218403747538264E-5
9	139.118	171915	0.0171915	4.146263378030875E-5
10	135.887	180647	0.0180647	4.25025881564876E-5
11	132.72	186344	0.0186344	4.3167580427909093E-5
12	129.63	188670	0.018867	4.343616005127525E-5
13	126.642	190306	0.0190306	4.362407592144503E-5
14	123.777	189406	0.0189406	4.352079962500689E-5
15	121.021	185168	0.0185168	4.303115150678633E-5
