27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 7.832 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2199654 hits
total efficiency: 0.21997(15)

Strip	CMtheta	hits	Eff	delEff
0	167.202	47024	0.0047024	2.168501786948768E-5
1	164.495	59804	0.0059804	2.4454856368418934E-5
2	161.674	73514	0.0073514	2.711346528940925E-5
3	158.735	88467	0.0088467	2.9743402629827007E-5
4	155.681	103072	0.0103072	3.210482829731379E-5
5	152.545	117694	0.0117694	3.4306559139616436E-5
6	149.35	132674	0.0132674	3.642444234302016E-5
7	146.113	146434	0.0146434	3.82666957026603E-5
8	142.865	158910	0.015891	3.986351715541417E-5
9	139.622	168788	0.0168788	4.108381676524225E-5
10	136.411	177282	0.0177282	4.2104869077103186E-5
11	133.273	182655	0.0182655	4.273815625410156E-5
12	130.21	186296	0.0186296	4.316202034196268E-5
13	127.244	187272	0.0187272	4.3274935008616714E-5
14	124.382	186192	0.0186192	4.314997103127649E-5
15	121.644	183576	0.0183576	4.284576991956148E-5
