12C(3He,2H)13N(1H)12C
Ex(residual 13N) = 2.365 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 2H) = 0.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 0 decay
10000000 simulated events
1695277 hits
total efficiency: 0.16953(13)

Strip	CMtheta	hits	Eff	delEff
0	169.421	32435	0.0032435	1.8009719598039278E-5
1	167.17	41135	0.0041135	2.02817652091725E-5
2	164.798	51448	0.0051448	2.268215157342883E-5
3	162.341	62048	0.0062048	2.490943596310442E-5
4	159.76	73252	0.0073252	2.7065106687393643E-5
5	157.097	85659	0.0085659	2.926755883226341E-5
6	154.357	96807	0.0096807	3.111382329447797E-5
7	151.561	108133	0.0108133	3.2883582529888676E-5
8	148.729	119443	0.0119443	3.456052661635815E-5
9	145.884	128928	0.0128928	3.590654536432042E-5
10	143.036	137399	0.0137399	3.706737109642388E-5
11	140.219	143953	0.0143953	3.7941138622872134E-5
12	137.445	149551	0.0149551	3.867182436865372E-5
13	134.73	154164	0.0154164	3.9263723715409365E-5
14	132.094	155197	0.0155197	3.939505045053249E-5
15	129.543	155725	0.0155725	3.946200704475128E-5
