27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.14 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2057984 hits
total efficiency: 0.20580(14)

Strip	CMtheta	hits	Eff	delEff
0	167.806	43051	0.0043051	2.0748734901193372E-5
1	165.22	54264	0.0054264	2.3294634575369496E-5
2	162.514	67174	0.0067174	2.591794744959562E-5
3	159.695	80260	0.008026	2.8330195904723285E-5
4	156.778	94818	0.0094818	3.079253156205251E-5
5	153.768	108584	0.0108584	3.2952086428631496E-5
6	150.701	122560	0.012256	3.5008570379265704E-5
7	147.584	135773	0.0135773	3.684738796712733E-5
8	144.441	147497	0.0147497	3.840533817062414E-5
9	141.304	157322	0.0157322	3.966383743411623E-5
10	138.199	165824	0.0165824	4.072149309639812E-5
11	135.14	172092	0.0172092	4.1483972808784844E-5
12	132.152	176283	0.0176283	4.198606911822063E-5
13	129.247	177938	0.0177938	4.218269787483963E-5
14	126.444	178157	0.0178157	4.220864840290435E-5
15	123.752	176387	0.0176387	4.1998452352437944E-5
