27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.671 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2404954 hits
total efficiency: 0.24050(16)

Strip	CMtheta	hits	Eff	delEff
0	166.356	53997	0.0053997	2.3237254571054647E-5
1	163.466	67627	0.0067627	2.6005191789333146E-5
2	160.448	83232	0.0083232	2.8849956672411138E-5
3	157.312	99237	0.0099237	3.150190470431907E-5
4	154.08	115607	0.0115607	3.400102939618152E-5
5	150.76	132325	0.0132325	3.6376503405357695E-5
6	147.383	147669	0.0147669	3.842772436666007E-5
7	143.974	162226	0.0162226	4.0277288885921804E-5
8	140.558	174782	0.0174782	4.180693722338435E-5
9	137.168	184989	0.0184989	4.301034759217833E-5
10	133.835	192891	0.0192891	4.3919357918803866E-5
11	130.563	197450	0.019745	4.4435346290987765E-5
12	127.389	200366	0.0200366	4.476226089017399E-5
13	124.326	200449	0.0200449	4.477153113307607E-5
14	121.389	197897	0.0197897	4.448561565270284E-5
15	118.579	194210	0.019421	4.4069263665280365E-5
