27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.525 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2427848 hits
total efficiency: 0.24278(16)

Strip	CMtheta	hits	Eff	delEff
0	166.257	54041	0.0054041	2.3246720198772128E-5
1	163.355	68986	0.0068986	2.6265186083483207E-5
2	160.313	84259	0.0084259	2.902740084816414E-5
3	157.162	100753	0.0100753	3.174161306550126E-5
4	153.909	117182	0.0117182	3.423185650822929E-5
5	150.568	134240	0.013424	3.6638777272174355E-5
6	147.18	149572	0.0149572	3.867453942841466E-5
7	143.752	163788	0.0163788	4.047073016390982E-5
8	140.323	177179	0.0177179	4.2092635935517275E-5
9	136.912	185988	0.0185988	4.312632606656867E-5
10	133.562	195354	0.0195354	4.419886876380435E-5
11	130.278	198982	0.0198982	4.460739848948826E-5
12	127.089	201460	0.020146	4.488429569459679E-5
13	124.017	201513	0.0201513	4.489019937581031E-5
14	121.068	198883	0.0198883	4.459630029497962E-5
15	118.254	195668	0.0195668	4.423437577269516E-5
