27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.299 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2209616 hits
total efficiency: 0.22096(15)

Strip	CMtheta	hits	Eff	delEff
0	167.168	47785	0.0047785	2.1859780419757195E-5
1	164.46	60377	0.0060377	2.457173172570464E-5
2	161.615	73679	0.0073679	2.714387592073026E-5
3	158.655	88330	0.008833	2.972036338943385E-5
4	155.597	104359	0.0104359	3.230464362905123E-5
5	152.448	118680	0.011868	3.444996371551064E-5
6	149.252	133957	0.0133957	3.6600136611766904E-5
7	146.007	147078	0.0147078	3.835074966672751E-5
8	142.748	159996	0.0159996	3.999949999687496E-5
9	139.492	169054	0.0169054	4.111617686507343E-5
10	136.282	177994	0.0177994	4.218933514527101E-5
11	133.133	182841	0.0182841	4.275991113180662E-5
12	130.063	186628	0.0186628	4.320046296048227E-5
13	127.091	187686	0.0187686	4.33227422954734E-5
14	124.229	187305	0.0187305	4.327874767134557E-5
15	121.487	183867	0.0183867	4.2879715484130724E-5
