27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.14 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2346633 hits
total efficiency: 0.23466(15)

Strip	CMtheta	hits	Eff	delEff
0	166.605	51777	0.0051777	2.2754559982561738E-5
1	163.759	65365	0.0065365	2.5566579747787933E-5
2	160.798	79935	0.0079935	2.8272778427314144E-5
3	157.724	96207	0.0096207	3.1017253263304925E-5
4	154.527	112255	0.0112255	3.350447731274135E-5
5	151.263	128498	0.0128498	3.584661769260804E-5
6	147.941	143912	0.0143912	3.7935735131930686E-5
7	144.582	158018	0.0158018	3.9751477959945086E-5
8	141.211	170460	0.017046	4.1286801765213056E-5
9	137.867	180661	0.0180661	4.250423508310672E-5
10	134.563	188227	0.0188227	4.338513570337196E-5
11	131.334	193220	0.019322	4.3956796971571986E-5
12	128.188	196298	0.0196298	4.430553012886766E-5
13	125.153	196213	0.0196213	4.429593660822627E-5
14	122.236	194556	0.0194556	4.410850258170186E-5
15	119.446	191031	0.0191031	4.370709324583368E-5
