27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.558 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2382479 hits
total efficiency: 0.23825(15)

Strip	CMtheta	hits	Eff	delEff
0	166.44	53045	0.0053045	2.3031500168247833E-5
1	163.568	67408	0.0067408	2.5963050668209234E-5
2	160.578	82737	0.0082737	2.8764040050034697E-5
3	157.46	97732	0.0097732	3.12621176506007E-5
4	154.242	114538	0.0114538	3.3843463179763384E-5
5	150.947	130876	0.0130876	3.617678813825241E-5
6	147.587	146468	0.0146468	3.8271137950157685E-5
7	144.194	160607	0.0160607	4.007580317348612E-5
8	140.8	172806	0.0172806	4.1569941063225E-5
9	137.426	182992	0.0182992	4.277756421303111E-5
10	134.097	190723	0.0190723	4.367184447673352E-5
11	130.842	195755	0.0195755	4.424420866056935E-5
12	127.679	197953	0.0197953	4.449190937687436E-5
13	124.628	199373	0.0199373	4.4651203791163344E-5
14	121.694	196579	0.0196579	4.433723040515724E-5
15	118.895	192887	0.0192887	4.391890253637948E-5
