27Al(3He,2H)28Si(1H)27Al
Ex(residual 28Si) = 12.2658 MeV
Ex(final 27Al) = 0.0 MeV
Theta(projectile 2H) = 3.0 degrees
Target Thickness = 20.0 ug/cm^2
l = 0 decay
10000000 simulated events
2408531 hits
total efficiency: 0.24085(16)

Strip	CMtheta	hits	Eff	delEff
0	166.326	53490	0.005349	2.3127905222911997E-5
1	163.452	67623	0.0067623	2.600442270076381E-5
2	160.431	83383	0.0083383	2.8876114697098705E-5
3	157.287	99601	0.0099601	3.1559626106783966E-5
4	154.052	116432	0.0116432	3.412213357924736E-5
5	150.732	132670	0.013267	3.642389325703665E-5
6	147.355	147552	0.0147552	3.84124979661568E-5
7	143.942	162355	0.0162355	4.029329969113971E-5
8	140.526	175204	0.0175204	4.185737688866802E-5
9	137.138	185194	0.0185194	4.3034172467935294E-5
10	133.792	193157	0.0193157	4.394963026010572E-5
11	130.527	198482	0.0198482	4.4551318723467656E-5
12	127.348	200229	0.0200229	4.474695520367838E-5
13	124.284	200720	0.020072	4.480178567869812E-5
14	121.343	198171	0.0198171	4.45164014718171E-5
15	118.537	194268	0.0194268	4.407584372419886E-5
