27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.324 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2323461 hits
total efficiency: 0.23235(15)

Strip	CMtheta	hits	Eff	delEff
0	166.697	50957	0.0050957	2.2573657213663894E-5
1	163.885	64423	0.0064423	2.53816863111969E-5
2	160.94	79212	0.0079212	2.8144626485352406E-5
3	157.888	95091	0.0095091	3.0836828630713634E-5
4	154.729	110409	0.0110409	3.3227849764918586E-5
5	151.482	126300	0.01263	3.5538711287833724E-5
6	148.175	141930	0.014193	3.767359818228145E-5
7	144.84	155310	0.015531	3.940938974406988E-5
8	141.493	167868	0.0167868	4.0971697548429694E-5
9	138.161	178917	0.0178917	4.2298581536500725E-5
10	134.878	186549	0.0186549	4.319131857213901E-5
11	131.66	191631	0.0191631	4.3775678178641615E-5
12	128.527	194969	0.0194969	4.415529413331996E-5
13	125.506	195120	0.019512	4.4172389566334307E-5
14	122.597	194278	0.0194278	4.407697811783381E-5
15	119.817	190497	0.0190497	4.364596201253903E-5
