27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.38 MeV
Ex(final 26Al) = 0.417 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2254799 hits
total efficiency: 0.22548(15)

Strip	CMtheta	hits	Eff	delEff
0	166.973	48777	0.0048777	2.208551561544353E-5
1	164.213	61434	0.0061434	2.478588307888182E-5
2	161.328	75857	0.0075857	2.7542149516695315E-5
3	158.335	91595	0.0091595	3.0264665866320087E-5
4	155.234	106408	0.0106408	3.262023911622966E-5
5	152.045	121722	0.0121722	3.488868011260959E-5
6	148.799	136932	0.0136932	3.700432407165411E-5
7	145.519	150287	0.0150287	3.876686729670067E-5
8	142.22	163500	0.01635	4.043513323831146E-5
9	138.938	173531	0.0173531	4.165705222408326E-5
10	135.695	181445	0.0181445	4.259636134695075E-5
11	132.52	186695	0.0186695	4.320821681115757E-5
12	129.418	190058	0.0190058	4.359564198403322E-5
13	126.427	191084	0.0191084	4.371315591443839E-5
14	123.545	189210	0.018921	4.3498275827899206E-5
15	120.786	186264	0.0186264	4.315831322005067E-5
