27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.558 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2431892 hits
total efficiency: 0.24319(16)

Strip	CMtheta	hits	Eff	delEff
0	166.244	54863	0.0054863	2.342285208935923E-5
1	163.33	68641	0.0068641	2.6199427474660586E-5
2	160.287	84664	0.0084664	2.9097078891187687E-5
3	157.129	100892	0.0100892	3.176350106647565E-5
4	153.873	117234	0.0117234	3.4239450930177017E-5
5	150.532	134183	0.0134183	3.663099780240773E-5
6	147.132	149665	0.0149665	3.868656097406437E-5
7	143.701	164328	0.0164328	4.053739014786226E-5
8	140.264	177018	0.0177018	4.207350710363946E-5
9	136.852	187395	0.0187395	4.328914413568371E-5
10	133.501	194548	0.0194548	4.410759571774458E-5
11	130.217	199437	0.0199437	4.465836987620574E-5
12	127.03	202033	0.0202033	4.49480811603788E-5
13	123.956	202150	0.020215	4.496109429273269E-5
14	121.006	199403	0.0199403	4.465456303671552E-5
15	118.187	195438	0.0195438	4.420837024817811E-5
