27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.14 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2238878 hits
total efficiency: 0.22389(15)

Strip	CMtheta	hits	Eff	delEff
0	167.043	48733	0.0048733	2.207555208822647E-5
1	164.309	61560	0.006156	2.48112877537624E-5
2	161.437	75100	0.00751	2.740437921208944E-5
3	158.447	90057	0.0090057	3.0009498496309464E-5
4	155.363	106067	0.0106067	3.256792900999387E-5
5	152.19	120698	0.0120698	3.474161769405679E-5
6	148.967	136099	0.0136099	3.689159795942702E-5
7	145.695	149366	0.0149366	3.864789774360308E-5
8	142.416	162019	0.0162019	4.025158381977037E-5
9	139.137	171254	0.0171254	4.138284668796964E-5
10	135.91	180122	0.0180122	4.244078227365749E-5
11	132.741	185315	0.0185315	4.3048228767279146E-5
12	129.655	188835	0.0188835	4.345514929211497E-5
13	126.668	189397	0.0189397	4.3519765624368884E-5
14	123.796	189050	0.018905	4.3479880404619333E-5
15	121.043	185206	0.0185206	4.30355666861725E-5
