27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.207 MeV
Ex(final 26Al) = 0.228 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 150.0 ug/cm^2
l = 0 decay
10000000 simulated events
2274104 hits
total efficiency: 0.22741(15)

Strip	CMtheta	hits	Eff	delEff
0	166.9	49624	0.0049624	2.22764449587451E-5
1	164.122	62335	0.0062335	2.4966978191202875E-5
2	161.227	76598	0.0076598	2.767634368915085E-5
3	158.213	92367	0.0092367	3.0391939720919424E-5
4	155.086	107321	0.0107321	3.275988400467865E-5
5	151.891	123595	0.0123595	3.5156080555147215E-5
6	148.629	138715	0.0138715	3.724446267567838E-5
7	145.329	152461	0.0152461	3.904625462192245E-5
8	142.014	164627	0.0164627	4.057425291980125E-5
9	138.722	175025	0.0175025	4.1835989291517895E-5
10	135.466	183015	0.0183015	4.2780252453673065E-5
11	132.276	188039	0.0188039	4.336346388378124E-5
12	129.168	191336	0.0191336	4.374197069177382E-5
13	126.166	191980	0.019198	4.381552236365555E-5
14	123.279	190197	0.0190197	4.361158103073082E-5
15	120.52	186869	0.0186869	4.322834718098762E-5
