19F(1H,4He)16O(4He)12C
Ex(residual 16O) = 12.049 MeV
Ex(final 12C) = 0.0 MeV
Theta(projectile 4He) = 15.0 degrees
Target Thickness = 120.0 ug/cm^2
l = 0 decay
1000000 simulated events
337809 hits
total efficiency: 0.3378(6)

Strip	CMtheta	hits	Eff	delEff
0	162.173	8958	0.008958	9.464671151181111E-5
1	158.528	11178	0.011178	1.0572606112023658E-4
2	154.617	13646	0.013646	1.1681609478149832E-4
3	150.664	16176	0.016176	1.2718490476467718E-4
4	146.587	18446	0.018446	1.3581605207043827E-4
5	142.459	21005	0.021005	1.449310180741169E-4
6	138.23	22554	0.022554	1.5017989212940593E-4
7	134.107	24370	0.02437	1.561089363233252E-4
8	129.947	25442	0.025442	1.595054857990784E-4
9	125.94	26058	0.026058	1.614249051416788E-4
10	122.043	26427	0.026427	1.6256383361621366E-4
11	118.271	26200	0.0262	1.6186414056238647E-4
12	114.647	25588	0.025588	1.599624956044385E-4
13	111.254	24757	0.024757	1.573435731131081E-4
14	107.983	24182	0.024182	1.5550562690783894E-4
15	104.969	22822	0.022822	1.5106952042023567E-4
