27Al(3He,3H)27Si(1H)26Al
Ex(residual 27Si) = 8.07 MeV
Ex(final 26Al) = 0.0 MeV
Theta(projectile 3H) = 3.0 degrees
Target Thickness = 170.0 ug/cm^2
l = 0 decay
1000000 simulated events
232974 hits
total efficiency: 0.2330(5)

Strip	CMtheta	hits	Eff	delEff
0	166.717	5157	0.005157	7.181225522151494E-5
1	163.892	6462	0.006462	8.038656604184557E-5
2	160.936	7953	0.007953	8.917959407846618E-5
3	157.891	9450	0.00945	9.72111104761179E-5
4	154.703	11140	0.01114	1.0554619841567009E-4
5	151.472	12656	0.012656	1.1249888888340187E-4
6	148.145	14389	0.014389	1.1995415791042844E-4
7	144.825	15712	0.015712	1.253475169279392E-4
8	141.458	16812	0.016812	1.2966109670984585E-4
9	138.134	18056	0.018056	1.343726162579266E-4
10	134.847	18667	0.018667	1.3662723008244E-4
11	131.627	19065	0.019065	1.3807606599262597E-4
12	128.494	19518	0.019518	1.3970683591005845E-4
13	125.489	19573	0.019573	1.3990353819685905E-4
14	122.567	19342	0.019342	1.3907551905349843E-4
15	119.783	19022	0.019022	1.379202668210876E-4
